z,Ex,Ey,Ez,Bx,By,Bz,Jx,Jy,Jz
0.0860861,0.0450133,-0.0486421,0,0,0,0,-0.00056398,-0.00177559,0
0.0870871,0,0,0,6.22064e-11,4.79834e-11,-4.79834e-11,0,0,0
0.0880881,-0.0382428,0.0347052,0,0,0,0,-0.000702132,0.000870414,0
0.0890891,0,0,0,-1.58317e-10,-8.72405e-11,8.72405e-11,0,0,0
0.0900901,0.0192388,-0.00807314,0,0,0,0,0.00495554,-0.00536522,0
0.0910911,0,0,0,1.36691e-10,1.54638e-10,-1.54638e-10,0,0,0
0.0920921,0.0077271,-0.0199735,0,0,0,0,-0.00237316,0.00376056,0
0.0930931,0,0,0,-1.35933e-10,-1.14187e-10,1.14187e-10,0,0,0
0.0940941,-0.0302496,0.0415245,0,0,0,0,0.00458281,-0.00298942,0
0.0950951,0,0,0,1.03364e-11,6.75127e-11,-6.75127e-11,0,0,0
0.0960961,0.0412741,-0.0460625,0,0,0,0,0.000442925,0.000749555,0
0.0970971,0,0,0,3.88303e-11,2.43872e-11,-2.43872e-11,0,0,0
0.0980981,-0.0366349,0.0351361,0,0,0,0,-0.000386948,0.00259358,0
0.0990991,0,0,0,-1.47898e-10,-9.47887e-11,9.47887e-11,0,0,0
0.1001,0.0179475,-0.0103802,0,0,0,0,0.00405771,-0.00332069,0
0.101101,0,0,0,1.27746e-10,1.27214e-10,-1.27214e-10,0,0,0
0.102102,0.00617511,-0.0163452,0,0,0,0,-0.00299673,0.00456289,0
0.103103,0,0,0,-1.29156e-10,-1.17953e-10,1.17953e-10,0,0,0
0.104104,-0.0280042,0.0371145,0,0,0,0,0.00344422,-0.00244973,0
0.105105,0,0,0,1.82909e-11,5.02121e-11,-5.02121e-11,0,0,0
0.106106,0.0372445,-0.0426011,0,0,0,0,-4.05392e-05,0.000956997,0
0.107107,0,0,0,3.41095e-11,1.41144e-11,-1.41144e-11,0,0,0
0.108108,-0.0330476,0.0326567,0,0,0,0,-0.000534016,0.00232087,0
0.109109,0,0,0,-1.29988e-10,-9.69067e-11,9.69067e-11,0,0,0
0.11011,0.0147941,-0.0102934,0,0,0,0,0.00388987,-0.00277277,0
0.111111,0,0,0,1.18694e-10,1.04599e-10,-1.04599e-10,0,0,0
0.112112,0.00670523,-0.014654,0,0,0,0,-0.00239522,0.00468285,0
0.113113,0,0,0,-1.11616e-10,-1.12606e-10,1.12606e-10,0,0,0
0.114114,-0.026487,0.0330322,0,0,0,0,0.00307078,-0.00125926,0
0.115115,0,0,0,2.14752e-11,2.6972e-11,-2.6972e-11,0,0,0
0.116116,0.0326212,-0.0381444,0,0,0,0,-3.85427e-05,0.0019783,0
0.117117,0,0,0,4.20797e-11,1.00991e-11,-1.00991e-11,0,0,0
0.118118,-0.0277351,0.0275893,0,0,0,0,-0.00142775,0.00340231,0
0.119119,0,0,0,-1.04101e-10,-9.9049e-11,9.9049e-11,0,0,0
0.12012,0.00967812,-0.00813433,0,0,0,0,0.00226719,-0.00142607,0
0.121121,0,0,0,1.176e-10,8.50357e-11,-8.50357e-11,0,0,0
0.122122,0.00901662,-0.015185,0,0,0,0,-0.00367719,0.00468424,0
0.123123,0,0,0,-7.55562e-11,-9.08713e-11,9.08713e-11,0,0,0
0.124124,-0.0246466,0.0288172,0,0,0,0,0.00043848,-0.000873431,0
0.125125,0,0,0,2.64586e-11,1.3601e-11,-1.3601e-11,0,0,0
0.126126,0.0276707,-0.0328606,0,0,0,0,-0.00152526,0.000799757,0
0.127127,0,0,0,5.84475e-11,2.92805e-11,-2.92805e-11,0,0,0
0.128128,-0.0197752,0.0205828,0,0,0,0,-0.00313941,0.00185297,0
0.129129,0,0,0,-8.10183e-11,-7.80389e-11,7.80389e-11,0,0,0
0.13013,0.00409917,-0.00393382,0,0,0,0,0.000930045,-0.00307522,0
0.131131,0,0,0,1.02037e-10,8.18615e-11,-8.18615e-11,0,0,0
0.132132,0.0124061,-0.0158226,0,0,0,0,-0.00323479,0.0017325,0
0.133133,0,0,0,-5.18749e-11,-4.67202e-11,4.67202e-11,0,0,0
0.134134,-0.0211185,0.0250281,0,0,0,0,0.000267694,-0.00247027,0
0.135135,0,0,0,4.84242e-12,8.46245e-12,-8.46245e-12,0,0,0
0.136136,0.0212638,-0.0251771,0,0,0,0,0.000299739,-0.00153398,0
0.137137,0,0,0,4.88261e-11,4.84895e-11,-4.84895e-11,0,0,0
