z,Ex,Ey,Ez,Bx,By,Bz,Jx,Jy,Jz
0.212212,-0.00416395,0.00576936,0,0,0,0,0.000295571,-0.00148057,0
0.213213,0,0,0,1.04186e-11,2.24216e-11,-2.24216e-11,0,0,0
0.214214,0.0126633,-0.00920111,0,0,0,0,-0.00096465,-0.000655206,0
0.215215,0,0,0,2.51511e-11,2.89903e-11,-2.89903e-11,0,0,0
0.216216,-0.00251876,0.000230432,0,0,0,0,-0.00229527,0.000350828,0
0.217217,0,0,0,-2.35457e-11,-3.53158e-11,3.53158e-11,0,0,0
0.218218,-0.0120695,0.00760486,0,0,0,0,-0.00035978,-0.00110059,0
0.219219,0,0,0,-7.22104e-12,-1.59388e-11,1.59388e-11,0,0,0
0.22022,0.000869716,-0.00392907,0,0,0,0,0.000329676,-0.00123116,0
0.221221,0,0,0,1.69896e-11,1.15922e-11,-1.15922e-11,0,0,0
0.222222,0.000569048,-0.00347052,0,0,0,0,-0.00025877,-0.000364507,0
0.223223,0,0,0,3.64158e-12,-1.04908e-12,1.04908e-12,0,0,0
0.224224,-4.83671e-05,-0.0029743,0,0,0,0,-0.000163728,-0.000265518,0
0.225225,0,0,0,1.60645e-11,7.75602e-12,-7.75602e-12,0,0,0
0.226226,-0.000519853,-0.00515266,0,0,0,0,-0.000617046,0.000530932,0
0.227227,0,0,0,-1.09947e-13,-1.80561e-11,1.80561e-11,0,0,0
0.228228,-0.0115811,0.00486835,0,0,0,0,0.000321387,0.000319128,0
0.229229,0,0,0,-1.97475e-11,-3.09106e-11,3.09106e-11,0,0,0
0.23023,-0.00184543,-0.000393969,0,0,0,0,0.00179277,-0.000546419,0
0.231231,0,0,0,2.65508e-11,2.80638e-11,-2.80638e-11,0,0,0
0.232232,0.0117312,-0.0124322,0,0,0,0,0.000171058,0.00107618,0
0.233233,0,0,0,2.70457e-11,2.37353e-11,-2.37353e-11,0,0,0
0.234234,-0.00257331,-4.34339e-06,0,0,0,0,-0.00101829,0.00216351,0
0.235235,0,0,0,-2.15765e-11,-2.74621e-11,2.74621e-11,0,0,0
0.236236,-0.00857179,0.00744047,0,0,0,0,0.000341858,0.000879246,0
0.237237,0,0,0,-1.08449e-11,-9.90006e-12,9.90006e-12,0,0,0
0.238238,0.000471544,0.000276876,0,0,0,0,0.000646404,0.000537692,0
0.239239,0,0,0,9.95904e-13,4.68429e-12,-4.68429e-12,0,0,0
0.24024,-0.000546778,0.0023449,0,0,0,0,0.000348983,0.000628086,0
0.241241,0,0,0,-7.0197e-12,1.161e-12,-1.161e-12,0,0,0
0.242242,0.00329855,0.000146557,0,0,0,0,0.000250178,0.000325795,0
0.243243,0,0,0,1.28936e-11,2.23748e-11,-2.23748e-11,0,0,0
